CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 007.001 0 0.00151801109314 0.00159108638763 0.00166416168213 0.00151801109314 0.00166416168213 0.00166416168213 0.00166416168213 1.0
10 007.001 0 0.000725984573364 0.00107362270355 0.00188899040222 0.00078296661377 0.00103187561035 0.00159096717834 0.00188899040222 1.0
20 007.001 0 0.000756978988647 0.00235405782374 0.0420508384705 0.00078010559082 0.000948905944824 0.00263810157776 0.00381994247437 1.0
