CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 012.001 0 0.00132012367249 0.00133347511292 0.00134682655334 0.00132012367249 0.00134682655334 0.00134682655334 0.00134682655334 1.0
10 012.001 0 0.000747919082642 0.00284583568573 0.0198910236359 0.000793933868408 0.000923871994019 0.0145709514618 0.0198910236359 1.0
20 012.001 0 0.00067400932312 0.00140935182571 0.0119948387146 0.000762939453125 0.000910043716431 0.00258088111877 0.00328922271729 1.0
