CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 004.001 0 0.00133609771729 0.00136709213257 0.00139808654785 0.00133609771729 0.00139808654785 0.00139808654785 0.00139808654785 1.0
10 004.001 0 0.000706911087036 0.00205383093461 0.0140209197998 0.000769138336182 0.000927925109863 0.00207185745239 0.0124101638794 1.0
20 004.001 0 0.000648975372314 0.00169064733717 0.0106258392334 0.000761985778809 0.00110602378845 0.00309109687805 0.00381517410278 1.0
