CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 020.001 0 0.00157594680786 0.00181698799133 0.0020580291748 0.00157594680786 0.0020580291748 0.0020580291748 0.0020580291748 1.0
10 020.001 0 0.000723838806152 0.00219732172349 0.0226180553436 0.000753164291382 0.000854015350342 0.00144696235657 0.0226180553436 1.0
20 020.001 0 0.000756025314331 0.0031603755373 0.0250899791718 0.000785112380981 0.00104808807373 0.00930190086365 0.0133738517761 1.0
