CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 016.001 0 0.00107717514038 0.0011590719223 0.00124096870422 0.00107717514038 0.00124096870422 0.00124096870422 0.00124096870422 1.0
10 016.001 0 0.000753879547119 0.00137429488333 0.0068941116333 0.000770807266235 0.00091814994812 0.00206089019775 0.0068941116333 1.0
20 016.001 0 0.000633001327515 0.0027723190112 0.0221698284149 0.000753879547119 0.00098705291748 0.00847911834717 0.0151689052582 1.0
