CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 018.001 0 0.00133085250854 0.00331044197083 0.00529003143311 0.00133085250854 0.00529003143311 0.00529003143311 0.00529003143311 1.0
10 018.001 0 0.00075101852417 0.00108400980631 0.00368905067444 0.000765085220337 0.000883817672729 0.00159215927124 0.00368905067444 1.0
20 018.001 0 0.000741004943848 0.00339803328881 0.0272419452667 0.000755071640015 0.00128197669983 0.0124509334564 0.0189771652222 1.0
