CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 011.001 0 0.00142812728882 0.00144004821778 0.00145196914673 0.00142812728882 0.00145196914673 0.00145196914673 0.00145196914673 1.0
10 011.001 0 0.000669956207275 0.00207875967026 0.0129141807556 0.000820875167847 0.00106596946716 0.009516954422 0.0129141807556 1.0
20 011.001 0 0.000710010528564 0.00192475318909 0.0239908695221 0.000771045684814 0.000921964645386 0.00343179702759 0.00744700431824 1.0
