CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 002.001 0 0.00127196311951 0.00134825706482 0.00147795677185 0.00127196311951 0.0012948513031 0.00147795677185 0.00147795677185 1.0
10 002.001 0 0.000766038894653 0.00224530696869 0.0126800537109 0.000802993774414 0.0010359287262 0.0111699104309 0.0126800537109 1.0
20 002.001 0 0.000596046447754 0.00401578194056 0.0260779857635 0.000821113586426 0.00110292434692 0.0134267807007 0.0209929943085 1.0
