CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 010.001 0 0.00141191482544 0.00147640705108 0.00154089927673 0.00141191482544 0.00154089927673 0.00154089927673 0.00154089927673 1.0
10 010.001 0 0.000738859176636 0.00175915956497 0.0143070220947 0.00078010559082 0.000917911529541 0.00297212600708 0.0143070220947 1.0
20 010.001 0 0.000739812850952 0.00293858647346 0.0320098400116 0.000783920288086 0.000900030136108 0.0135259628296 0.0156879425049 1.0
