CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 006.001 0 0.00204992294312 0.00288343429566 0.00371694564819 0.00204992294312 0.00371694564819 0.00371694564819 0.00371694564819 1.0
10 006.001 0 0.000762939453125 0.00211696397691 0.0133860111237 0.000833988189697 0.00099515914917 0.00167894363403 0.0106558799744 1.0
20 006.001 0 0.000720977783203 0.00306795835495 0.0229210853577 0.000775098800659 0.000910997390747 0.0121121406555 0.0178861618042 1.0
