CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
1 005.001 0 0.00110292434692 0.00125741958618 0.00141191482544 0.00110292434692 0.00141191482544 0.00141191482544 0.00141191482544 1.0
10 005.001 0 0.00075101852417 0.0017264456976 0.0121281147003 0.000830888748169 0.00101113319397 0.00208902359009 0.00259804725647 1.0
20 005.001 0 0.000737905502319 0.00219878090753 0.0236570835114 0.000761985778809 0.000952005386353 0.00376582145691 0.0110819339752 1.0
